direction,bytes,decrypt_us,encrypt_us,total_us,read_calls
forward,1408,118,6,126,1
forward,1536,8,6,15,1
forward,1664,177,6,185,1
forward,1792,105,7,113,1
forward,1920,8,7,17,1
forward,2048,122,7,131,1
forward,2176,102,7,111,1
forward,2304,21,7,30,1
forward,2432,212,9,224,1
forward,2560,17,7,26,1
forward,2688,213,8,223,1
forward,2816,89,23,114,1
forward,2944,179,10,191,1
forward,128,6,4,12,1
forward,256,6,4,11,1
forward,384,5,4,11,1
forward,512,5,6,14,1
forward,640,6,5,13,1
forward,768,44,6,52,1
forward,896,113,6,120,1
forward,1024,6,5,13,1
forward,1152,7,5,14,1
forward,1280,14,5,21,1
forward,1408,144,6,152,1
forward,1536,117,7,125,1
forward,1664,8,6,15,1
forward,1792,81,7,90,1
forward,1920,224,7,233,1
forward,2048,16,7,24,1
forward,2176,146,8,156,1
forward,2304,137,7,147,1
forward,2432,83,8,93,1
forward,2560,21,8,30,1
forward,2688,259,10,271,1
forward,2816,15,7,24,1
forward,2944,243,9,254,1
forward,128,12,4,18,1
forward,256,5,4,11,1
forward,384,6,4,12,1
forward,512,5,4,11,1
forward,640,6,4,12,1
forward,768,5,5,12,1
forward,896,6,5,13,1
forward,1024,182,7,191,1
forward,1152,11,5,18,1
forward,1280,111,7,120,1
forward,1408,20,7,28,1
forward,1536,99,7,108,1
forward,1664,139,8,149,1
forward,1792,104,8,114,1
forward,1920,76,7,85,1
forward,2048,144,9,155,1
forward,2176,111,7,120,1
forward,2304,22,8,31,1
forward,2432,134,7,144,1
forward,2560,159,8,169,1
forward,2688,113,8,123,1
forward,2816,27,8,37,1
forward,2944,208,9,218,1
forward,128,6,4,11,1
forward,256,5,4,10,1
forward,384,5,4,11,1
forward,512,5,4,11,1
forward,640,9,4,15,1
forward,768,6,4,12,1
forward,896,8,4,15,1
forward,1024,23,6,30,1
forward,1152,142,6,150,1
forward,1280,23,6,31,1
forward,1408,120,7,129,1
forward,1536,21,7,29,1
forward,1664,128,6,136,1
forward,1792,112,8,122,1
forward,1920,34,7,43,1
forward,2048,151,7,159,1
forward,2176,8,7,17,1
forward,2304,193,7,202,1
forward,2432,20,9,31,1
forward,2560,226,8,236,1
forward,2688,79,8,89,1
forward,2816,235,8,245,1
forward,2944,22,8,32,1
forward,128,104,4,109,1
forward,256,5,4,11,1
forward,384,5,4,11,1
forward,512,5,4,11,1
forward,640,63,5,70,1
forward,768,6,4,12,1
forward,896,6,5,13,1
forward,1024,112,5,120,1
forward,1152,7,5,14,1
forward,1280,179,6,187,1
forward,1408,7,6,15,1
forward,1536,125,8,134,1
forward,1664,84,6,92,1
forward,1792,22,7,30,1
forward,1920,29,7,38,1
forward,2048,122,7,131,1
forward,2176,141,7,150,1
forward,2304,108,7,117,1
forward,2432,9,7,18,1
forward,2560,213,8,223,1
forward,2688,21,8,31,1
forward,2816,233,16,250,1
forward,2944,18,9,29,1
forward,128,162,4,169,1
forward,256,5,4,11,1
forward,384,5,4,11,1
forward,512,5,4,11,1
forward,640,67,5,73,1
forward,768,6,5,12,1
forward,896,13,5,20,1
forward,1024,6,5,13,1
forward,1152,80,6,87,1
forward,1280,23,7,32,1
forward,1408,114,7,122,1
forward,1536,8,6,16,1
forward,1664,97,6,105,1
forward,1792,230,7,239,1
forward,1920,20,7,29,1
forward,2048,115,7,124,1
forward,2176,170,7,179,1
forward,2304,17,8,27,1
forward,2432,152,8,162,1
forward,2560,143,8,153,1
forward,2688,16,8,26,1
forward,2816,213,8,223,1
forward,2944,50,8,60,1
forward,128,5,4,11,1
forward,256,5,4,10,1
forward,384,5,4,11,1
forward,512,5,4,11,1
forward,640,48,5,54,1
forward,768,17,5,24,1
forward,896,6,6,14,1
forward,1024,203,5,210,1
forward,1152,7,5,14,1
forward,1280,161,6,169,1
forward,1408,18,6,26,1
forward,1536,128,7,137,1
forward,1664,31,6,39,1
forward,1792,44,7,52,1
forward,1920,160,7,169,1
forward,2048,159,7,168,1
forward,2176,100,7,109,1
forward,2304,9,7,18,1
forward,2432,222,8,232,1
forward,2560,108,8,118,1
forward,2688,12,7,22,1
forward,2816,229,8,239,1
forward,2944,152,9,163,1
forward,128,5,5,12,1
forward,256,5,4,11,1
forward,384,5,4,11,1
forward,512,5,4,11,1
forward,640,6,4,12,1
forward,768,6,4,12,1
forward,896,52,5,59,1
forward,1024,18,5,25,1
forward,1152,140,6,147,1
forward,1280,18,6,26,1
forward,1408,115,6,123,1
forward,1536,8,6,15,1
forward,1664,155,6,163,1
forward,1792,16,6,24,1
forward,1920,128,7,137,1
forward,2048,114,7,123,1
forward,2176,114,7,123,1
forward,2304,97,8,108,1
forward,2432,162,8,171,1
forward,2560,19,8,28,1
forward,2688,256,8,266,1
forward,2816,77,10,88,1
forward,2944,181,10,193,1
forward,128,6,4,11,1
forward,256,5,4,10,1
forward,384,5,4,11,1
forward,512,5,4,11,1
forward,640,6,4,12,1
forward,768,121,5,127,1
forward,896,7,5,13,1
forward,1024,111,5,118,1
forward,1152,75,6,83,1
forward,1280,7,5,14,1
forward,1408,19,6,27,1
forward,1536,160,6,168,1
forward,1664,35,7,44,1
forward,1792,155,7,163,1
forward,1920,113,7,121,1
forward,2048,107,7,116,1
forward,2176,8,7,17,1
forward,2304,129,7,138,1
forward,2432,157,8,167,1
forward,2560,110,8,120,1
forward,2688,9,9,20,1
forward,2816,193,9,210,1
forward,2944,152,9,163,1
forward,128,5,4,10,1
forward,256,5,4,10,1
forward,384,5,4,11,1
forward,512,5,4,11,1
forward,640,20,5,27,1
forward,768,6,4,12,1
forward,896,7,5,13,1
forward,1024,110,5,117,1
forward,1152,17,5,24,1
forward,1280,143,6,151,1
forward,1408,18,6,25,1
forward,1536,82,6,90,1
forward,1664,135,6,143,1
forward,1792,17,6,26,1
forward,1920,19,7,27,1
forward,2048,200,7,209,1
forward,2176,75,8,84,1
forward,2304,124,7,133,1
forward,2432,107,8,116,1
forward,2560,9,9,20,1
forward,2688,231,8,241,1
forward,2816,118,8,128,1
forward,2944,83,8,93,1
forward,128,5,4,10,1
forward,256,5,4,11,1
forward,384,5,4,11,1
forward,512,62,5,68,1
forward,640,6,4,12,1
forward,768,6,4,12,1
forward,896,6,5,13,1
forward,1024,6,5,13,1
forward,1152,177,5,185,1
forward,1280,17,6,24,1
forward,1408,127,7,136,1
forward,1536,15,6,23,1
forward,1664,154,6,162,1
forward,1792,113,6,121,1
forward,1920,17,7,26,1
forward,2048,135,7,144,1
forward,2176,9,7,17,1
forward,2304,167,7,176,1
forward,2432,21,9,32,1
forward,2560,202,8,211,1
forward,2688,87,8,97,1
forward,2816,154,8,164,1
forward,2944,112,8,122,1
forward,128,5,4,10,1
forward,256,5,4,10,1
forward,384,5,4,11,1
forward,512,189,5,196,1
forward,640,6,5,13,1
forward,768,122,5,129,1
forward,896,209,5,216,1
forward,1024,6,5,13,1
forward,1152,262,5,269,1
forward,1280,16,6,24,1
forward,1408,383,6,391,1
forward,1536,224,6,232,1
forward,1664,160,6,169,1
forward,1792,260,7,268,1
forward,1920,91,7,100,1
forward,2048,560,7,569,1
forward,2176,18,9,29,1
forward,2304,358,7,367,1
forward,2432,402,8,412,1
forward,2560,413,8,423,1
forward,2688,367,8,377,1
forward,2816,383,8,393,1
forward,2944,398,8,408,1
forward,128,5,4,11,1
forward,256,5,4,10,1
forward,384,5,4,11,1
forward,512,5,4,11,1
forward,640,139,5,146,1
forward,768,239,5,246,1
forward,896,6,5,13,1
forward,1024,79,5,86,1
forward,1152,185,6,193,1
forward,1280,168,6,175,1
forward,1408,268,6,276,1
forward,1536,75,6,83,1
forward,1664,432,6,441,1
forward,1792,148,7,156,1
forward,1920,344,7,353,1
forward,2048,308,8,319,1
forward,2176,77,7,86,1
forward,2304,509,7,518,1
forward,2432,112,8,121,1
forward,2560,427,8,436,1
forward,2688,82,9,93,1
forward,2816,628,8,638,1
forward,2944,368,8,379,1
forward,128,6,4,11,1
forward,256,5,4,10,1
forward,384,5,4,11,1
forward,512,5,4,11,1
forward,640,6,4,12,1
forward,768,194,5,201,1
forward,896,377,5,384,1
forward,1024,6,5,13,1
forward,1152,156,6,164,1
forward,1280,192,7,201,1
forward,1408,186,7,195,1
forward,1536,307,7,315,1
forward,1664,8,6,16,1
forward,1792,462,9,473,1
forward,1920,107,9,117,1
forward,2048,349,7,358,1
forward,2176,20,7,30,1
forward,2304,567,8,577,1
forward,2432,9,7,18,1
forward,2560,546,8,556,1
forward,2688,69,8,79,1
forward,2816,626,6,634,1
forward,2944,437,6,444,1
forward,128,3,2,7,1
forward,256,3,2,6,1
forward,384,3,2,6,1
forward,512,3,2,7,1
forward,640,4,2,7,1
forward,768,169,3,174,1
forward,896,267,3,271,1
forward,1024,4,3,8,1
forward,1152,108,5,114,1
forward,1280,215,5,221,1
forward,1408,208,4,213,1
forward,1536,18,5,24,1
forward,1664,502,4,507,1
forward,1792,94,4,99,1
forward,1920,345,5,351,1
forward,2048,356,6,363,1
forward,2176,279,6,287,1
forward,2304,38,5,44,1
forward,2432,378,5,384,1
forward,2560,373,6,380,1
forward,2688,392,6,399,1
forward,2816,354,5,360,1
forward,2944,52,5,58,1
forward,128,374,2,377,1
forward,256,3,2,7,1
forward,384,3,2,7,1
forward,512,3,2,7,1
forward,640,216,3,220,1
forward,768,3,3,7,1
forward,896,162,3,167,1
forward,1024,5,3,9,1
forward,1152,388,3,392,1
forward,1280,174,5,180,1
forward,1408,217,4,221,1
forward,1536,5,3,9,1
forward,1664,391,4,397,1
forward,1792,140,4,146,1
forward,1920,340,4,346,1
forward,2048,363,5,369,1
forward,2176,17,4,23,1
forward,2304,580,5,586,1
forward,2432,98,5,104,1
forward,2560,625,5,632,1
forward,2688,108,5,114,1
forward,2816,710,5,716,1
forward,2944,14,5,20,1
forward,128,354,2,357,1
forward,256,3,2,6,1
forward,384,8,3,12,1
forward,512,3,2,7,1
forward,640,3,3,7,1
forward,768,250,3,254,1
forward,896,80,3,84,1
forward,1024,205,4,211,1
forward,1152,135,3,140,1
forward,1280,222,3,227,1
forward,1408,142,4,147,1
forward,1536,320,4,325,1
forward,1664,364,4,370,1
forward,1792,5,4,10,1
forward,1920,483,4,488,1
forward,2048,128,4,134,1
forward,2176,351,5,357,1
forward,2304,331,5,337,1
forward,2432,21,5,27,1
forward,2560,392,5,399,1
forward,2688,435,5,441,1
forward,2816,106,5,113,1
forward,2944,268,5,275,1
forward,128,322,3,326,1
forward,256,3,2,7,1
forward,384,3,4,8,1
forward,512,3,2,7,1
forward,640,188,3,192,1
forward,768,3,3,7,1
forward,896,114,3,118,1
forward,1024,162,3,167,1
forward,1152,181,3,186,1
forward,1280,268,3,273,1
forward,1408,101,4,106,1
forward,1536,322,4,328,1
forward,1664,5,4,10,1
forward,1792,482,4,487,1
forward,1920,126,4,131,1
forward,2048,352,4,358,1
forward,2176,5,4,11,1
forward,2304,475,6,482,1
forward,2432,93,5,99,1
forward,2560,436,5,442,1
forward,2688,73,5,80,1
forward,2816,610,5,616,1
forward,2944,37,7,45,1
forward,128,341,3,346,1
forward,256,3,2,7,1
forward,384,3,2,7,1
forward,512,3,2,7,1
forward,640,3,3,7,1
forward,768,313,4,318,1
forward,896,4,3,8,1
forward,1024,326,3,330,1
forward,1152,4,3,8,1
forward,1280,374,3,379,1
forward,1408,257,4,262,1
forward,1536,193,4,198,1
forward,1664,132,4,138,1
forward,1792,313,4,318,1
forward,1920,131,4,137,1
forward,2048,351,4,356,1
forward,2176,19,4,25,1
forward,2304,557,5,563,1
forward,2432,13,5,19,1
forward,2560,586,5,593,1
forward,2688,86,6,94,1
forward,2816,591,5,598,1
forward,2944,474,5,480,1
forward,128,3,2,7,1
forward,256,3,2,6,1
forward,384,3,2,7,1
forward,512,3,2,7,1
forward,640,3,2,7,1
forward,768,270,3,275,1
forward,896,309,3,313,1
forward,1024,4,3,8,1
forward,1152,9,3,14,1
forward,1280,374,4,379,1
forward,1408,168,4,173,1
forward,1536,204,4,209,1
forward,1664,127,4,132,1
forward,1792,274,5,281,1
forward,1920,181,4,186,1
forward,2048,351,4,357,1
forward,2176,300,5,306,1
forward,2304,21,5,26,1
forward,2432,314,5,320,1
forward,2560,376,6,384,1
forward,2688,362,5,369,1
forward,2816,377,5,384,1
forward,2944,341,6,348,1
forward,128,3,2,7,1
forward,256,3,2,6,1
forward,384,278,3,282,1
forward,512,3,2,7,1
forward,640,216,4,221,1
forward,768,4,3,8,1
forward,896,104,3,108,1
forward,1024,182,3,186,1
forward,1152,157,3,162,1
forward,1280,237,3,242,1
forward,1408,134,4,139,1
forward,1536,270,4,276,1
forward,1664,5,3,9,1
forward,1792,451,4,456,1
forward,1920,125,4,130,1
forward,2048,356,4,361,1
forward,2176,100,4,105,1
forward,2304,527,5,533,1
forward,2432,66,6,73,1
forward,2560,585,5,591,1
forward,2688,78,5,85,1
forward,2816,618,5,624,1
forward,2944,33,5,40,1
forward,128,350,2,354,1
forward,256,3,2,6,1
forward,384,3,2,6,1
forward,512,3,2,7,1
forward,640,105,3,109,1
forward,768,265,3,270,1
forward,896,4,3,8,1
forward,1024,89,3,93,1
forward,1152,268,3,273,1
forward,1280,90,3,95,1
forward,1408,270,4,275,1
forward,1536,12,4,17,1
forward,1664,600,4,605,1
forward,1792,97,4,102,1
forward,1920,340,4,346,1
forward,2048,346,4,352,1
forward,2176,276,4,282,1
forward,2304,21,6,28,1
forward,2432,339,4,345,1
forward,2560,369,5,374,1
forward,2688,370,5,376,1
forward,2816,360,15,377,1
forward,2944,13,5,20,1
forward,128,337,2,341,1
forward,256,3,2,7,1
forward,384,3,2,6,1
forward,512,3,2,7,1
forward,640,186,3,190,1
forward,768,3,3,7,1
forward,896,137,3,141,1
forward,1024,4,3,8,1
forward,1152,393,3,398,1
forward,1280,227,3,232,1
forward,1408,188,3,192,1
forward,1536,205,4,210,1
forward,1664,116,4,122,1
forward,1792,354,4,360,1
forward,1920,110,4,116,1
forward,2048,339,5,346,1
forward,2176,341,4,347,1
forward,2304,298,4,304,1
forward,2432,21,5,27,1
forward,2560,374,5,380,1
forward,2688,387,5,393,1
forward,2816,392,5,398,1
forward,2944,447,11,460,1
forward,128,5,4,10,1
forward,256,3,2,7,1
forward,384,3,2,7,1
forward,512,3,2,7,1
forward,640,117,4,122,1
forward,768,246,3,250,1
forward,896,4,3,8,1
forward,1024,168,4,173,1
forward,1152,237,5,244,1
forward,1280,138,4,144,1
forward,1408,233,9,243,1
forward,1536,85,5,92,1
forward,1664,275,6,282,1
forward,1792,198,12,211,1
forward,1920,224,31,258,1
forward,2048,50,8,59,1
forward,2176,528,7,536,1
forward,2304,6,5,13,1
forward,2432,517,23,542,1
forward,2560,90,7,98,1
forward,2688,461,7,469,1
forward,2816,85,5,91,1
forward,2944,788,7,796,1
forward,128,3,3,7,1
forward,256,3,2,6,1
forward,384,3,2,7,1
forward,512,3,2,7,1
forward,640,100,3,104,1
forward,768,199,3,203,1
forward,896,4,3,8,1
forward,1024,187,3,192,1
forward,1152,140,4,145,1
forward,1280,184,4,190,1
forward,1408,198,7,207,1
forward,1536,198,8,207,1
forward,1664,101,7,109,1
forward,1792,326,5,332,1
forward,1920,108,4,113,1
forward,2048,347,5,353,1
forward,2176,368,5,374,1
forward,2304,19,5,25,1
forward,2432,312,6,319,1
forward,2560,400,6,406,1
forward,2688,437,5,443,1
forward,2816,372,5,378,1
forward,2944,364,5,371,1
forward,128,3,2,7,1
forward,256,3,2,7,1
forward,384,210,3,214,1
forward,512,3,2,7,1
forward,640,240,3,244,1
forward,768,4,3,9,1
forward,896,64,4,69,1
forward,1024,269,4,274,1
forward,1152,98,4,103,1
forward,1280,233,3,238,1
forward,1408,134,5,140,1
forward,1536,320,4,325,1
forward,1664,340,4,346,1
forward,1792,5,4,10,1
forward,1920,429,4,435,1
forward,2048,121,32,155,1
forward,2176,320,7,328,1
forward,2304,366,7,374,1
forward,2432,283,9,293,1
forward,2560,13,5,20,1
forward,2688,330,6,338,1
forward,2816,394,6,401,1
forward,2944,398,5,405,1
forward,128,3,2,7,1
forward,256,318,2,322,1
forward,384,3,2,7,1
forward,512,3,2,7,1
forward,640,205,3,209,1
forward,768,3,3,7,1
forward,896,149,3,154,1
forward,1024,216,5,221,1
forward,1152,131,3,136,1
forward,1280,193,4,198,1
forward,1408,187,3,192,1
forward,1536,205,4,211,1
forward,1664,112,4,118,1
forward,1792,406,4,412,1
forward,1920,133,4,139,1
forward,2048,361,4,366,1
forward,2176,21,4,27,1
forward,2304,586,5,592,1
forward,2432,330,5,337,1
forward,2560,132,5,138,1
forward,2688,426,5,433,1
forward,2816,85,5,91,1
forward,2944,563,5,570,1
forward,128,3,2,6,1
forward,256,3,2,6,1
forward,384,3,2,6,1
forward,512,3,4,8,1
forward,640,4,2,7,1
forward,768,233,3,237,1
forward,896,278,3,283,1
forward,1024,4,3,8,1
forward,1152,71,3,75,1
forward,1280,375,3,380,1
forward,1408,225,4,230,1
forward,1536,214,4,219,1
forward,1664,119,26,146,1
forward,1792,268,5,274,1
forward,1920,150,4,155,1
forward,2048,275,4,280,1
forward,2176,87,5,93,1
forward,2304,617,5,623,1
forward,2432,108,5,114,1
forward,2560,615,5,622,1
forward,2688,111,5,117,1
forward,2816,689,5,696,1
forward,2944,36,7,44,1
forward,128,358,3,362,1
forward,256,3,2,7,1
forward,384,3,2,7,1
forward,512,3,2,7,1
forward,640,209,3,213,1
forward,768,271,3,276,1
forward,896,4,3,8,1
forward,1024,84,3,89,1
forward,1152,223,3,228,1
forward,1280,133,4,138,1
forward,1408,331,4,336,1
forward,1536,13,4,18,1
forward,1664,491,4,496,1
forward,1792,95,4,101,1
forward,1920,351,5,357,1
forward,2048,267,4,273,1
forward,2176,116,5,122,1
forward,2304,420,5,426,1
forward,2432,69,5,75,1
forward,2560,657,5,664,1
forward,2688,331,5,338,1
forward,2816,161,6,168,1
forward,2944,563,5,569,1
forward,128,3,2,7,1
forward,256,3,2,6,1
forward,384,3,2,6,1
forward,512,4,2,7,1
forward,640,71,3,75,1
forward,768,243,3,247,1
forward,896,4,3,8,1
forward,1024,234,3,238,1
forward,1152,105,11,117,1
forward,1280,267,4,271,1
forward,1408,89,4,94,1
forward,1536,345,4,350,1
forward,1664,5,4,10,1
forward,1792,385,4,391,1
forward,1920,124,4,129,1
forward,2048,339,4,345,1
forward,2176,281,4,286,1
forward,2304,22,4,28,1
forward,2432,473,5,479,1
forward,2560,431,7,440,1
forward,2688,411,5,418,1
forward,2816,348,6,355,1
forward,2944,46,5,53,1
forward,128,337,3,341,1
forward,256,3,2,7,1
forward,384,3,2,7,1
forward,512,3,2,7,1
forward,640,221,5,227,1
forward,768,5,3,9,1
forward,896,87,4,92,1
forward,1024,197,4,202,1
forward,1152,137,3,142,1
forward,1280,207,4,212,1
forward,1408,155,4,160,1
forward,1536,326,4,331,1
forward,1664,5,4,10,1
forward,1792,516,4,522,1
forward,1920,121,4,127,1
forward,2048,344,5,350,1
forward,2176,355,6,362,1
forward,2304,318,5,324,1
forward,2432,22,7,30,1
forward,2560,329,6,336,1
forward,2688,338,6,346,1
forward,2816,389,6,396,1
forward,2944,432,17,450,1
forward,128,4,2,8,1
forward,256,3,2,7,1
forward,384,270,4,275,1
forward,512,3,2,7,1
forward,640,200,4,206,1
forward,768,3,3,7,1
